query1	query2	score	old_scores	new_scores
доход и расход подрядчик упрощенец при строительство	учет в строительство подрядчик на усна	1.0	0.9597868919372559	0.9495804905891418
инвентаризация забаланс	проводка вернуть с забаланс шина на балансовый учет	0.0	0.042981285601854324	0.05431658402085304
как d сзв м ставить мобилизованный	код для сзв стаж по мобилизованный	0.0	-0.011989874765276909	-0.016605138778686523
как получать печать в налоговый для ипать	у ипать быть печать	0.0	0.10838489234447479	-0.03073015995323658
взнос ипать за себя 2021 совмещение усна доход и патент	усна и патент декларация	0.0	0.0015352368354797363	0.0287236999720335
аптечка первый помощь ндс 10	ставка ндс на автомобильный аптечка	1.0	0.9818243384361267	0.9381300210952759
требование j лицензия d запрос котировка	эцп для заказчик для запрос котировка	0.0	0.0334257036447525	0.020863002166152
какой эцп не быть действовать с 1 сентябрь	продажа с 1 сентябрь молоко в розница подлежать маркировка	0.0	0.004502434283494949	0.036214426159858704
запись в трудовой книжка о приостановление договор в связь с мобилизация	нужно вносить запись в тк при приостановление трудовой договор при мобилизация	1.0	0.9898853302001953	0.975963830947876
налог на прибыль у участник при уменьшение номинальный стоимость доля после ранее производить увеличение уставной капитал за счет имущество общество	уменьшение уставной капитал за cxtn уменьшение стоимость акция проводка	0.0	-0.03278397023677826	-0.11515283584594727
договор купля продажа вертолет	купля продажа криптовалюта на биржа мочь облагаться налог в 6	0.0	0.016264978796243668	0.029638413339853287
522032	больничный декабрь	0.0	-0.10526624321937561	-0.10665923357009888
приказ о проведение текущий благоустройство	приказ о создание комиссия по проведение соут 426 срок до подписание договор	0.0	0.33177801966667175	0.534336507320404
6 ндфл ликвидация	письмо об отсутствие обязанность 6 ндфл	0.0	-0.0030590342357754707	0.009628694504499435
реализация основной средство при есхн	учет ндс при есхн	0.0	0.03624076768755913	0.05152321979403496
налоговый декларация по ндс за 1 квартал 2023	пояснение почему не подавать уведомление по усна 1 квартал 2023	0.0	0.21601784229278564	0.18175587058067322
как передавать оборудование в субаренда	как учитывать образец товар передавать на сертификация	0.0	0.0288954246789217	0.020614925771951675
ошибка в бухотчетность какой	штраф за ошибка в бухотчетность	0.0	0.011882539838552475	0.021865036338567734
возврат госпошлина из бюджет проводка	госпошлина в арбитражный суд проводка	0.0	0.01420627161860466	0.0037944894284009933
увольнение по сокращение в последний день отпуск работник	увольнение предпенсионер по сокращение	0.0	-0.021437138319015503	0.1160844936966896
командировка расход в инвалюта по какой курс возмещать	расход на мобильный связь в командировка	0.0	-0.03880152106285095	0.028532851487398148
60 млн без ндс для контролировать сделка	контролировать сделка 2020 основной изменение	0.0	0.3171728253364563	0.3033943176269531
если превышать лимит по взнос в пф как платить налог мсп	мсп взнос c превышение	1.0	0.9526222944259644	0.7701015472412109
экологический сбор как учитывать при расчет налог на прибыль	экологический сбор расчет одежда	1.0	0.9871839284896851	0.9676070213317871
ипать использовать здание в коммерческий цель какой налог на имущество	ипать на усна продажа земля и здание	0.0	-0.013889621943235397	-0.009475816041231155
накоплять купонный доход в цель ндс	накоплять купонный доход проводка	0.0	0.032492879778146744	0.06598556786775589
сзв стаж по гпд	срок сзв стаж 2017	0.0	-0.010126588866114616	-0.026945438235998154
больничный в декабрь 2023 как отражать в 6 ндфл	больничный декабрь выплачивать в январь 6 ндфл	1.0	0.9435056447982788	0.8993620872497559
ндс с новогодний подарок	ндфл с новогодний подарок ребенок работник	0.0	0.11356832087039948	0.07275483012199402
коэффициент рентабельность	усна 2023 коэффициент дефлятор	0.0	0.19442984461784363	0.2293514609336853
алименты по заявление сотрудник мочь ли отказывать	мочь ли забирать транспортный средство по мобилизация	0.0	0.003951724618673325	0.007484595291316509
какой документ нужно выдавать при увольнение обязательно в 2023 год	какой отчет при увольнение нужно сдавать в 2023	0.0	0.22595319151878357	0.013492771424353123
больничный с нарушение режим табель	режим работа пвтр	0.0	0.06416872143745422	0.028097914531826973
информирование банк о лимит касса	новый банкнота банк россия	0.0	0.039468538016080856	0.033469174057245255
заем от физический лицо наличные	юридический лицо оплачивать покупка автомобиль физический лицо наличные из касса	0.0	-0.06993289291858673	0.041817352175712585
выплата за 4 день выходной ребенок инвалид	количество дополнительный день по уход за ребенок инвалид	0.0	0.742891788482666	0.6463279724121094
обособленный подразделение база для распределение налог на прибыль	ставка налог на прибыль по обособленный подразделение	0.0	-0.222256600856781	-0.018192796036601067
авансовый платеж по лизинг	возврат авансовый платеж	0.0	0.02364780753850937	0.09352661669254303
выставка касса	организация выставка в торговый центр нужный касса	0.0	-0.017476268112659454	-0.04267571121454239
приказ о назначение ответственный за разработка персональный данные	приказ об ответственный за учет отходы	0.0	-0.06554386764764786	-0.05358467623591423
зачет переплата по налог проводка	как вернуть переплата по экосбор	0.0	-0.012639133259654045	-0.04229065030813217
как отражать в 6 ндфл премия который выплачивать сотрудник после увольнение	когда выплачивать премия	0.0	-0.004689257591962814	-0.008467365987598896
договор гпх в подраздел 1 3 форма ефс 1	как вносить изменение в ефс 1 1 3	0.0	-0.008410190232098103	-0.01420840434730053
коэффициент водный налог на 2022 год	расчет водный налог артезианский скважина	0.0	0.1343986690044403	0.28312528133392334
норматив утилизация ставка экологический сбор на 23 год	норматив и лимит для создание бюджет на 2020 год	0.0	0.03469529002904892	0.06248559430241585
как вносить изменение в отчет об изменение капитал из за существенный ошибка	можно ли вносить изменение в отчет смп после 1 апрель	0.0	-0.02992408163845539	-0.03217776119709015
расход будущий период 1260 срок	расход будущий период на подготовка новый производство приказ	0.0	-0.007353115826845169	0.03364740312099457
договор заем с сотрудник образец	договор с дистрибьютер	0.0	-0.015117943286895752	-0.06488237529993057
оплата больничный лист после увольнение в 2023 год от мрот	оплата временный нетрудоспособность пенсионер после увольнение	0.0	0.04695652425289154	-0.040262993425130844
прощение долг налог на прибыль	прощение долг один должник влечь исключение этот требование из реестр другой	0.0	-0.00031103193759918213	0.008004490286111832
какой налог на доход должный заплатить индивидуальный предприниматель при продажа земельный участок	ндс не начисляться при продажа земельный участок	0.0	0.5182443857192993	0.38758015632629395
дисконт по вексель ндс как отражать получать процент	получать кредит под 2 процент	0.0	-0.003120206296443939	-0.0017560026608407497
декларация по акциз на жидкий сталь образец	налоговый период у декларация по акциз	1.0	0.38560211658477783	0.12347226589918137
срок сдача форма с 1 по статистика октябрь 2023	уведомление 25 октябрь	0.0	0.12312233448028564	0.14480741322040558
договор лизинг	образец договор лизинг автомобиль	0.0	0.041102029383182526	0.023330112919211388
как посчитать финансовый результат	финансовый аренда	0.0	0.1958225667476654	0.26364779472351074
как в книга покупка отражать ндс при импорт из страна еаэс	экспорт электронный услуга в страна еаэс ставка 0	0.0	-0.015665976330637932	0.17220135033130646
ипать заключать ученический договор лицензия	ученический договор не с сотрудник	1.0	0.9051552414894104	0.8501995801925659
минимальный налоговый нагрузка	налоговый нагрузка 2021	1.0	0.9882601499557495	0.9817491769790649
ндс при ремонт арендовать дом	резерв на ремонт арендовать основной средство	0.0	0.12541082501411438	0.10844682902097702
акт передача товар на сертификация	образец передавать на сертификация и уничтожать учет	1.0	0.9573299288749695	0.9634467959403992
как проверять декларация по ндс по контрольный соотношение	кон 1 54трольные соотношение в декларация по ндс	1.0	-0.015343433246016502	0.004413807764649391
должный ли мы уменьшать план график на экономия	план график по 223 должный быть	0.0	-0.005404786206781864	-0.10483583062887192
о согласование крупный сделка	образец протокол крупный сделка сд ао	1.0	0.8226121068000793	0.8217724561691284
дата отражение в учет акт кс 3	монтаж оборудование кс 2 порядок отражение в бух учет	0.0	0.027404576539993286	-0.0006554238498210907
о перенос дата увольнение по сокращение в связь с больничный лист	уведомление о перенос дата увольнение по сокращение	0.0	0.04320630058646202	0.04628366231918335
размер резервный капитал в ао	размер уставной капитал ооо в 2021 год	0.0	-0.013783656060695648	-0.029224572703242302
расход по налог на прибыль транспортный накладной	транспортный расход на страховка по новый фсба	0.0	-0.02255035564303398	-0.011310964822769165
как увольнять работник если основной работник прерывать отпуск по уход за ребенок	расчет больничный после отпуск по уход за ребенок	0.0	-0.06177792698144913	-0.020719245076179504
возврат аванс	возврат покупатель аванс 2018года ндс	0.0	0.03669475391507149	0.12535148859024048
стандартный вычет в 6 ндфл	стандартный вычет на ребенок если он работать	0.0	0.004752371925860643	-0.02022981271147728
здание полностью самортизировать переход на фсба 6 2020	переход на фсба 6 2020 основной средство с нулевой остаточный стоимость	0.0	0.9841890335083008	0.9724844694137573
дисквалификация руководитель юридический лицо	как назначать исполнять обязанность руководитель	0.0	-0.01913737878203392	-0.021997850388288498
заполнение форма 1 рабочий сила	форма n 1 рабочий сила единовременный сведение о состав затрата организация на рабочий сила	1.0	0.44491609930992126	0.3856741786003113
з ндфл покупка автомобиль	ос 1 покупка автомобиль пример	0.0	0.10117623209953308	0.07301327586174011
декларация по ндс при ликвидация кто сдавать	налоговый декларация по ндс при ликвидация	1.0	0.9924949407577515	0.9887051582336426
как заполнять заявление при уменьшение уставной капитал	уменьшение уставной капитал в форма 3	1.0	-0.03352704644203186	0.06577450782060623
восстановление резерв отпуск проводка	кто должный создавать резерв отпуск	0.0	0.5402620434761047	0.6712051630020142
расход на кофе и сахар для сотрудник налоговый учет	расход по кофе автомат на улучшение условие труд	1.0	0.9803479909896851	0.9742245078086853
как правильно заполнять 2 ндфл	отчет 2 ндфл инструкция	1.0	0.9529516696929932	0.9288901090621948
краткосрочный трудовой договор	трудовой договор если он учредитель	0.0	-0.005066698417067528	-0.003745648078620434
как учитывать зарплата в формирование себестоимость позаказный метод	как учитывать потеря зерно	0.0	-0.002540500834584236	-0.017636917531490326
водный налог за 4кв когда платить	как заполнять декларация по водный налог за 1кв и полугодие и сколько платить	0.0	-0.0004444438964128494	0.05162067711353302
продажа электронный услуга	экспорт электронный услуга в таджикистан	0.0	0.1630961000919342	0.19112475216388702
с какой доход предоставляться имущественный вычет	с какой доход самозанимать платить ндфл	0.0	-0.060644350945949554	-0.07235214114189148
как удерживать ндфл	невозможность удерживать ндфл ответственность	0.0	-0.0067285094410181046	-0.003255961462855339
лимит касса для ипать на усна	лимит касса расчет для вновь создавать организация	0.0	-0.006419418379664421	-0.026754286140203476
начисление ндс на новогодний подарок сотрудник	подарок до 4000 клиент обкладывать ндс	0.0	0.21839597821235657	0.1070265918970108
можно ли проводить запрос котировка при односторонний отказ	запрос котировка кто победитель	0.0	-0.05514657869935036	-0.031263500452041626
ндс с предоплата счет фактура	отмена счет фактура с 1 июль 2022	0.0	0.027410274371504784	0.04575145244598389
отказ кандидат в прием на работа	уведомление в военкомат о прием на работа	0.0	-0.06195336580276489	-0.04493027180433273
кто подавать 3 ндфл	отчетность ипать 3 ндфл	0.0	0.0022748257033526897	0.021951967850327492
служебный записка о невыполнение служебный обязанность	служебный записка о наказание	1.0	0.9932866096496582	0.9893972873687744
пособие на рождение ипать через соцзащита	справка о неполучение пособие по рождение социальный фонд россия	0.0	0.013809002935886383	0.03920448571443558
выписка из табель за год	как оформлять выписка из табель	1.0	0.9842156767845154	0.9723607897758484
документ отец ипать пособие при рождение	пособие при рождение в 2023 год нужно ли сотрудник предоставлять документ	0.0	0.013451255857944489	0.028980925679206848
административный отпуск в сзв стаж как отражать	кто положенный административный отпуск	0.0	-0.020466061308979988	-0.060464583337306976
оформление продажа земельный участок юрлица физика	продажа земельный участок за какой цена мочь продавать ооо	0.0	-0.03668851777911186	-0.10238353908061981
освобождение от работа на период военный сбор	уведомление об освобождение от ндс при есхн если годовой доход	0.0	0.19590343534946442	0.08342968672513962
агент енс	как сверять сальдо по енс	0.0	-0.0341392382979393	-0.03474586457014084
ндс при пожертвование подарочный сертификат благотворительный фонд	подарочный сертификат на медицинский услуга ндс нет	1.0	0.9860277771949768	0.9886606931686401
больничный по уход за ребенок семь год и молодой быть оплачиваться в размер 100 средний заработок для ребенок в возраст от 8 год правило оставаться прежний	размер пособие по уход за ребенок другой детский пособие больничный и социальный выплата в 2021 год размер пособие по уход за ребенок другой детский пособие больничный и социальный выплата	0.0	-0.007100947201251984	0.014034129679203033
договор заем с процент с учредитель	списание заем учредитель при ликвидация	0.0	0.022295376285910606	0.04782614856958389
как отражать последствие изменение учетный политика из за фсба 5 2019 в отчет об изменение капитал	отчет об изменение капитал стр 3400 фсба	1.0	0.16391140222549438	0.17223843932151794
как составлять и размещать в еис план закупка по 223 фз	план график с 1 июль 2019 по 223	1.0	0.9801079034805298	0.9513999223709106
запись о закрытие трудовой книжка на бумага	запись об электронный трудовой книжка	0.0	-0.1394466757774353	-0.09350693970918655
уточнять декларация по налог на прибыль срок	штраф за неуплата налог по уточнять декларация	0.0	-0.007825330831110477	-0.005678554996848106
обрзец учетный политика для строительство усна	учетный политика застройщик заказчик на усна	1.0	0.9793630242347717	0.9445494413375854
как рассчитать стоимость обязательство по аренда по фсба 25 2018	как субарендатор учитывать сублизинг по фсба 25 2018	0.0	0.08619222044944763	0.04073891416192055
взыскание провозной плата срок давность	срок исковой давность задолженность коммунальный срок исковой давность по взыскание долг за коммунальный услуга срок исковой давность коммунальный платеж срок давность по коммунальный платеж	0.0	0.035268574953079224	0.03837514668703079
выходной день взамен рабочий в табель	как в табель отражать день отгул за работа в выходной	0.0	-0.016252007335424423	-0.026070505380630493
в какой срок нужно уведомлять пфр о перевод сотрудник	перевод работник срок уведомление	1.0	0.49191397428512573	0.22445285320281982
маркировка безалкогольный напиток	маркировка шуба	0.0	-0.02918943390250206	-0.036853112280368805
безвозмездный пользование имущество бух учет	бух учет командировочный расход	0.0	0.021796833723783493	0.03934410959482193
как отражать в 6 ндфл больничный лист за декабрь	ндфл с отпускной декабрь как отражать в 6 ндфл	0.0	0.4935440421104431	0.16398152709007263
приказ распоряжение о прием сотрудник на работа замещение временно отсутствующий сотрудник	срочный заявление от сотрудник о прием на работа	0.0	0.016167523339390755	0.04218839108943939
в какой случай заказчик иметь право не возвращать обеспечение исполнение договор 223 фз	изменение размер обеспечение договор на процент исполнение	0.0	0.00022490066476166248	0.010879704728722572
договор купля продажа машина компания	оформление купля продажа машина физ лицо с юр лицо	0.0	0.05383851006627083	0.08345799148082733
сотрудник отзывать с отпуск страховой взнос	страховой взнос с зарплата вычет по усна	0.0	0.02778569795191288	0.06328018009662628
налоговый вычет при покупка квартира размер	при покупка автомобиль надо ли налоговый	0.0	-0.07791411131620407	0.022313164547085762
налог на земля при усна в 2023 год для юридический	транспортный налог для юридический лицо на электромобиль в москва	0.0	-0.05778908729553223	-0.05791231989860535
инвентаризация резерв на гарантийный ремонт	инвентаризация счет 96	1.0	0.2688087821006775	0.33986663818359375
где в 6 ндфл отражаться сверхнормативный суточный	ндфл однодневный командировка суточный выплата	0.0	0.028934495523571968	0.041528087109327316
в какой срок ифнс должный отвечать на запрос справка о наличие по состояние енс	срок исковой давность по штраф перед ифнс	0.0	-0.015268456190824509	-0.014105914160609245
бланк промежуточный бухгалтерский отчетность ф 1	инициативный аудит бухгалтерский отчетность	0.0	0.020248763263225555	0.014111746102571487
какой сумма удерживать у сотрудник за трудовой книжка ндс	у сотрудник не быть бумажный трудовой книжка	0.0	0.059795428067445755	0.06255397200584412
аптечка налогообложение	состав автомобильный аптечка	0.0	0.1282154619693756	-0.044938817620277405
как оприходовать товар по неотфактурованный поставка и ндс	неотфактурованный поставка материал налоговый бухгалтерский учет	0.0	-0.010750256478786469	-0.03198503702878952
за сколько расследовать микротравма	как долго рассматривать микротравма	1.0	0.5917415618896484	0.7888110876083374
можно сначала поменять план график а потом допсоглашение на уменьшение	сотрудник поменять фамилия	0.0	-0.026064062491059303	-0.09216661751270294
процент по заем в налоговый учет 2022	расчет процент по контролировать заем в доллар	0.0	0.011391617357730865	0.004558749496936798
поручение экспедитор экспедиторский расписка складской расписка	экспедиторский расписка при международный транспортный экспедиция	0.0	0.31222081184387207	0.3311200737953186
как правильно заполнять доверенность	как правильно составлять договор лизинг	0.0	0.16664856672286987	0.06955697387456894
приказ о смена лицо ответственный за обработка персональный данные	роскомнадзор о начало обработка персональный данные	0.0	0.4409481883049011	0.2666718363761902
безвозвратный заем от учредитель	заем учредитель из касса миновать банк	0.0	0.01090402714908123	0.004562815651297569
маркировка лекарство	маркировка требование	0.0	-0.002055034041404724	0.0145271560177207
нужно ли закрывать ипать при мобилизация	нужно платить компенсация по отпуск получать повестка на мобилизация	0.0	0.031818490475416183	-0.02490902505815029
отчет о товарный запас	строка 23516 отчет о финансовый результат	0.0	0.14131414890289307	0.13804838061332703
расчет средний заработок на отпуск по чаэс	расчет средний заработок мобилизация 2022 год	0.0	0.0009170584380626678	-0.010370858013629913
до какой возраст выдаваться новогодний подарок ребенок	подарок ребенок менее 100 рубль	1.0	0.9554431438446045	0.9695603847503662
как возмещать расход на проезд в командировка на личный автомобиль	как подтверждать расход на проезд в метро карта тройка	0.0	-0.14439353346824646	-0.1890762448310852
бухгалтерский справка по организация	можно ли подтверждать расход бухгалтерский справка	0.0	-0.004911363590508699	-0.014295578002929688
декларация на акциз на алкоголь	перерыв на обед	0.0	0.013682478107511997	0.02165761962532997
когда подавать в ифнс о подтверждение вид деятельность	социальный страхование подтверждение вид деятельность срок	1.0	0.7279868721961975	0.22592906653881073
ипать как мочь снимать доход с расчетный счет	снимать деньги с расчетный счет налог	0.0	0.032608792185783386	0.025832511484622955
дополнительный выходной хотеть предоставлять сотрудник с ребенок школьник 1 сентябрь	изменение в сизый с 1 сентябрь 2023	0.0	-0.021862899884581566	-0.0037076435983181
документ на получение пособие в связь со смерть работник	заявление работник на получение больничный пособие	0.0	-0.02936127968132496	-0.040622614324092865
социальный вычет 2022	социальный вычет на обучение документ	0.0	0.00699562206864357	0.03165643662214279
как отмечать в табель дополнительный выходной день	предоставление дополнительный выходной день сотрудник при вакцинация подсказывать пожалуйста можно ли включать оплата данный выходной день в налогооблагаемый база по налог на прибыль	0.0	0.5612952709197998	0.49547773599624634
декларация по косвенный налог за сентябрь 2022 год	декларация по косвенный налог срок	0.0	0.2122000902891159	0.4601529538631439
кбк лнр патент	ставка для патент в 2023 днр	1.0	0.49790745973587036	0.22996026277542114
как отражать последствие изменение учетный политика из за фсба 5 2019 в отчет об изменение капитал	увеличение уставной капитал в отчет об изменение капитал	0.0	0.018702009692788124	-0.014816144481301308
компенсация за разъездной характер работа страховой взнос	положение о разъездной характер работа от 01 04 2022	0.0	0.4626515209674835	0.26649922132492065
транспортный налог по автомобиль в лизинг в расход по усна	учет расход по мойка автомобиль предпродажный подготовка усна	0.0	-0.01451221015304327	-0.026009785011410713
как вернуть ндфл с материальный выгода в 2022 год отчет 6 ндфл	сверка отчет рсв и 6 ндфл в 2022 год	0.0	0.0647558718919754	0.061907947063446045
аванс процент арендный платеж по фсба 25 у арендодатель 2023	как учет незачитывать аванс арендодатель при переход на фсба 25	0.0	0.0013988092541694641	-0.019275104627013206
вид путевой лист	какой дата ставить если путевой лист на месяц	0.0	0.0012809410691261292	0.0248096976429224
акциз декларация срок сдача	декларация по акциз на алкоголь и виноград	0.0	-0.043354760855436325	-0.15046954154968262
восстановление резерв по сомнительный долг в бухучет	резерв по сомнительный долг пбу	1.0	0.6813302636146545	0.30835220217704773
в какой срок мочь заблокировать счет при несдача квитанция	срок отправка квитанция на требование по ткс	1.0	0.17456470429897308	0.14933037757873535
ндпи расход на доставка подтверждать документ	оформление транспортный расход с июнь 2021 г	1.0	0.384076327085495	0.19194690883159637
учет зерно при хранение у элеватор	учет хранение зерно на элеватор	0.0	0.11183906346559525	0.5915337800979614
изменение в учетный политика 2023	страховой взнос 2023 учетный политика	1.0	0.027785982936620712	0.07909122854471207
транспорт налоговый учет	транспортный расход учет с 2021 налоговый учет	0.0	0.004430665634572506	0.054123662412166595
как оформлять и отражать при усна посев посадка и уход за сельхозкультура	списание затрата на исследование пр применение удобрение у микропредприятие на усна	1.0	0.9853912591934204	0.966047465801239
трудовой книжка купить	трудовой книжка на иностранец по патент	0.0	0.008568532764911652	-0.02647431194782257
согласие на обработка персональный данные гражданский правовой договор	согласие на обработка персональный данные при трудоустройство	0.0	0.029888922348618507	0.03188895434141159
как рассчитать нмцд для закупка по 223 фз	как провожать закупка 223	0.0	-0.024504605680704117	-0.007435646839439869
как рассчитать средний заработок для отпуск если в расчетный период сотрудник болеть	расчет средний заработок при увольнение после отпуск по уход за ребенок	1.0	0.9737816452980042	0.9656034708023071
выплата арендный плата в натуральный форма	как отказывать арендатор в понижение арендный плата	0.0	-0.005781201645731926	-0.035339340567588806
патент на общепит и безналичный расчет	патент на розница при безналичный расчет	0.0	-0.0053390804678201675	0.002743048593401909
взнос ипать за себя на врать мобилизация	табель рабочий врать	0.0	-0.037444669753313065	-0.002439478412270546
как ипать сдавать 6 ндфл после закрытие патент	учитывать в расчет усна взнос после закрытие ипать	0.0	0.36538785696029663	0.22431957721710205
переход на фсба 6 2020 перспективно	текстовый пояснение к бфо по фсба 6 2020	0.0	-0.009435957297682762	0.004716299474239349
как ипать подтверждать доход для получение пособие	как платить алименты ипать усна доход 6	0.0	-0.15173359215259552	-0.13797205686569214
восстановление ндс взнос в уставный капитал	протокол общий собрание акционер с порядок внесение уставный капитал	0.0	0.017812885344028473	0.06313463300466537
декларация ндс 2023	корректировка декларация ндс срок	0.0	0.023823805153369904	0.05428074300289154
может ли оформлять отпуск 4 день инвалид отец	отпуск инвалид 2 группа	1.0	0.0073624178767204285	-0.008306993171572685
извещение фсс о несчастный случай на производство	сообщение о страховой случай о несчастный случай на производство групповой несчастный случай тяжелый несчастный случай несчастный случай со смертельный исход о впервые выявлять	0.0	0.015174202620983124	0.024352729320526123
транспортный расход в учетный политика на 21 год	учетный политика 2020 учет транспортный расход	1.0	0.9586809277534485	0.9611556529998779
как заполнять выписка из сведение о страховой стаж подраздел 1 2 раздел 1 форма ефс 1	образец как заполнять ефс 1 с раздел 2 о взнос на травматизм вместо 4 фсс за i квартал	0.0	-0.0009300131350755692	0.03189007565379143
кс 3 с давальческий материал	доверенность на ознакомление с материал	0.0	0.011715231463313103	-0.003854086622595787
акт об отсутствие основание для проведение внеплановый соут	распоряжение об отсутствие печать ипать	0.0	-0.012984303757548332	0.08381985127925873
как доказывать что услуга оказывать	торговый компания оказывать услуга хранение учет расход и доход	0.0	-0.000672393012791872	-0.007616658695042133
возобновление течение срок исковой давность	срок исковой давность договор поставка	0.0	-0.013469008728861809	-0.010739708319306374
весь документ по инвентаризация	инвентаризация резерв по премия	0.0	0.24375514686107635	0.20025849342346191
инвестиционный вычет ндфл восстанавливать	как вернуть инвестиционный вычет по ндфл	1.0	0.5903252363204956	0.6882364749908447
уплата есхн с 2023 год	уплата экологический сбор в 2023 год	0.0	0.4775392413139343	0.45098328590393066
образец документ по охрана труд для микропредприятие на 2022 год	программа внеочередной обучение для работник по охрана труд 2022	0.0	0.17580434679985046	0.037306610494852066
о расторжение договор аренда и возмещение убыток не передавать	письмо заказчик о расторжение договор поставка	0.0	0.0015914849936962128	0.01582248881459236
доверенность от индивидуальный предприниматель в суд общий юрисдикция	образец ходатайство о рассмотрение дело в отсутствие истец общий юрисдикция	0.0	0.00763380341231823	0.002373836934566498
импорт электронный услуга из казахстан если организация на усна	налогообложение импорт из казахстан	0.0	0.6124881505966187	0.11608251184225082
мрот 01 01 2021 документ по повышение оклад	мрот с 01 январь 2022 год	0.0	0.09336041659116745	0.30041247606277466
договор аренда оборудование с право выкуп образец	договор аренда с право выкуп помещение	1.0	0.9805935025215149	0.9792059063911438
учет микротравма образец документ	штраф микротравма	0.0	-0.01078642439097166	-0.006981460843235254
6 ндфл граф 170	как заполнять поле 170 расчет 6 ндфл	1.0	0.9793919324874878	0.9787322282791138
отчет по счет за граница за 2 квартал 2023	срок отчетность за 2 квартал 2022	0.0	-0.0069318730384111404	-0.10240066796541214
трудовой договор c продавец	трудовой договор с продавец консультант образец	1.0	0.9933173656463623	0.9897431135177612
выручка в руб с аванс в у е	откладывать выручка в у е	1.0	0.9890927076339722	0.9715303778648376
дата приказ об увольнение по причина смерть	уважительный причина неявка на допрос свидетель по уголовный дело	0.0	0.007113722153007984	-0.0036497358232736588
изменение 6 ндфл с 2024 год	изменение в налоговый кодекс на 2024 год	0.0	0.007572883740067482	0.019597280770540237
пвтр предоставление ежегодный отпуск	приказ о разделение ежегодный отпуск на часть	0.0	-0.0021476522088050842	-0.03625239431858063
курсовой разница когда начислять	курсовой разница уменьшать налог на прибыль	0.0	0.1840309202671051	0.35502615571022034
приказ о недопуск без вакцинация на работа	приказ о прием на работа на сезон	0.0	0.8729790449142456	0.8475246429443359
срок уплата ндфл 15 по уведомление	срок уплата платить ндфл с аванс	0.0	0.05415726453065872	0.07207828760147095
отпускной в 2023 год срок выплата	срок сдача водный налог в 2023 год	0.0	0.03039471060037613	0.42461854219436646
дата отражение в учет акт кс 3	когда заполнять акт кс 3	0.0	0.007856642827391624	0.02328089252114296
заявление р24001	заявление усна excel	0.0	-0.051190078258514404	-0.06765586882829666
зачет аванс по ндс при банкротство	увольнение беременная при банкротство	0.0	0.09706147760152817	0.05354761704802513
как регистрировать приказ на учебный отпуск	приказ учебный отпуск заочно сотрудник	0.0	0.8382997512817383	0.9600158333778381
коэффициент владение транспортный налог	коэффициент водный налог на 2022 год	0.0	0.11724422127008438	0.35100871324539185
расход на брендбук налог на прибыль	расход на чай кофе в офис налог на прибыль	0.0	0.0387045294046402	0.03693385794758797
