query1	query2	score	old_scores	new_scores
гарантийный письмо о погашение задолженность	письмо в банк о предоставление кредитный каникулы	0.0	0.12396401911973953	0.10712172836065292
учетный политика для есхн с ндс на 2022 год	учетный политика на 2023 год ипать на есхн доход	0.0	-0.0029635196551680565	0.022389573976397514
431164	командировочный расход в валюта по корпоративный карта	0.0	-0.03517666459083557	-0.055768243968486786
акт отказ от ознакомление с акт отсутствие н рабочий место	форма н 1 акт о несчастный случай на производство 2022	0.0	0.02003801241517067	0.04744426906108856
маркировка система для нагревание табак	обслуживание система вентиляция	0.0	-0.012495080009102821	-0.0028687091544270515
какой дата можно подписывать трудовой договор	трудовой договор подписывать электронный подпись	1.0	0.966630220413208	0.9655675888061523
приказ об утверждение положение о система управление охрана труд	конструктор положение об оплата труд	0.0	0.006489412859082222	-0.023336071521043777
заполнение 6 ндфл при ликвидация	промежуточный баланс при ликвидация куда сдаваться	0.0	0.02132723480463028	0.07176750898361206
начисление ндс на новогодний подарок сотрудник	ндфл с новогодний подарок ребенок работник	0.0	-0.02685556933283806	-0.05333328619599342
налог на имущество при наличие кадастровый стоимость	ремонт который признаваться капвложение облагаться налог на имущество при выполнение условие	0.0	0.007498208433389664	-0.010724196210503578
дополнительный тариф страховой взнос с учебный отпуск	учебный отпуск ндфл	1.0	0.019357960671186447	-0.0022349990904331207
маркировка для собственный нужда эдо	маркировка с помощь электронный документооборот	1.0	-0.006425261497497559	0.09540557861328125
запись о закрытие трудовой книжка на бумага	приказ о закрытие группа в детский сад	0.0	0.3995804190635681	0.3571563959121704
письмо на возврат средство по акт сверка	разногласие в акт сверка взаиморасчеты	0.0	0.10524187982082367	0.02395593747496605
увольнение по собственный желание в период пандемия дистанционно	узнавать о беременность после увольнение по собственный желание	0.0	-0.001196783035993576	0.001104690134525299
порядок оформление экспедиторский расписка на перевозка груз	экспедиторский расписка как заполнять	0.0	-0.011506019160151482	0.08579818904399872
какой документ оформлять шина на автомобиль	какой документ оформлять исправление ошибка в баланс	0.0	0.24693404138088226	0.004150956869125366
телегр чат	телеграмма канал	1.0	0.5354493856430054	0.5454202890396118
вычет ндфл за дмс	инвестиционный вычет ндфл за какой период можно получать	0.0	0.012288963422179222	0.14680615067481995
пособие на погребение при прямой выплата через фсс размер	пособие на погребение сколько	1.0	0.8452446460723877	0.8639096021652222
как изменять инструкция по охрана труд с 1 март 2023 год	маркировка велосипед 1 март	0.0	0.0011557433754205704	-0.009593620896339417
заполнение сведение для реестр прямой выплата сфр расчет оплата при неполный рабочий время	срок введение режим неполный рабочий время	0.0	-0.021488746628165245	-0.0327465757727623
если сверхурочный работа выпадать на праздничный день как оплачивать	образец согласие на работа в выходной праздничный день	0.0	-0.016267580911517143	0.0056541841477155685
порядок действие директор при банкротство ооо	стадия банкротство процедура конкурсный управление	1.0	0.6591169834136963	0.6078239679336548
отчет по форма 1 лицензия за 2022 год	форма с 1 отчет статистика	0.0	0.13919568061828613	0.13551948964595795
6 ндфл за 2023 г кто не сдавать	как сдавать 6 ндфл за обособленный подразделение титульный лист	0.0	0.044807273894548416	0.12621839344501495
бухгалтерский баланс упрощенный форма порядок заполнение	компания на упрощенка не вести деятельность в течение год нужно ли сдавать бухгалтерский баланс	1.0	0.2978987693786621	0.4444083571434021
внешний аудит	отрицательный аудит	0.0	0.015374526381492615	0.05227605253458023
образец план график 20211	план график закупка товар и услуга на 2022 год	1.0	0.3531973659992218	0.4855133295059204
уведомлять военкомат о прием совместитель	уведомление в военкомат о прием на работа	0.0	0.13241586089134216	0.24620485305786133
выручка в у е для налог на прибыль	налоговый кодекс выручка по договор в у е	1.0	0.9679145216941833	0.9363870620727539
ставка торговый сбор в москва за 1 квартал 2022 г	торговый сбор в москва 2021 срок уплата	0.0	-0.023327331990003586	-0.002306908369064331
в договор прописывать начальный цена единица товар	как в трудовой договор прописывать декретный ставка	0.0	-0.04525451362133026	-0.04342152923345566
отпускной в 2023 год срок выплата	отпускной выплата в 2023	0.0	0.0027229152619838715	0.29285717010498047
покупка ос в нко проводка в налоговый учет	покупка у физлицо ос бывший в употребление	0.0	-0.010182228870689869	-0.050478607416152954
статья 102 налоговый тайна пункт 1 нк рф	тк рф статья 93 неполный рабочий время	0.0	0.042996615171432495	-0.005650988779962063
при реорганизация в форма присоединение директор оба фирма являться один лицо	признак фирма однодневка и транзитный	0.0	0.03914856165647507	0.005834341049194336
увольнение по сокращение в последний день отпуск работник	увольнение последний день отпуск в выходной день	0.0	-0.02358267456293106	-0.032156918197870255
можно ли в 2023г брать при прием на работа заявление об отказ от ведение трудовой книжка в бумажный форма	форма порядок ведение и хранение трудовой книжка	0.0	-0.02864702045917511	-0.016399502754211426
бюджетный средство субсидия по возмещение расход на строительство предмет аренда на осно	субсидия на строительство проводка	0.0	-0.01296348124742508	0.017661910504102707
альбом унифицировать форма первичный документ	факсимиле на первичный документ	0.0	0.011298052966594696	0.008496448397636414
как отзывать согласие на признание сведение составлять налоговый тайна	срок подача согласие налогоплательщик плательщик страховой взнос на признание сведение составлять налоговый тайна общедоступный	0.0	0.007467158138751984	0.06458913534879684
как увольнять сотрудник находиться в отпуск за свой счет	сотрудник увольняться находиться в отпуск без сохранение з пл	1.0	0.7411143779754639	0.6415079236030579
отказ в прием на работа в связь с закрытие вакансия	приказ о допущение к работа в связь с вакцинация	0.0	-0.026463406160473824	-0.0031321095302700996
как рассчитать средний заработок для отпуск если в расчетный период сотрудник болеть	расчет средний заработок на отпуск по чаэс	1.0	0.9889302253723145	0.9638808965682983
норма выдача молоко за вредность	пвтр дополнительный отпуск за вредность	0.0	0.013730771839618683	-0.036614369601011276
доплата за разъездной характер работа код доход ндфл	компенсация за разъездной характер работа показывать в 6 ндфл	0.0	0.025244664400815964	-0.06786175817251205
как учитывать при расчет налог на прибыль расход на хранение	транспортный расход при расчет налог на прибыль	0.0	-0.0032439790666103363	-0.009427053853869438
для подтверждение 0 ндс экспедиторский расписка	поручение экспедитор экспедиторский расписка складской расписка	1.0	0.006231594830751419	0.09192203730344772
командировочный расход провоз багаж сверх норма	норма командировочный расход для генеральный директор	1.0	0.9784553647041321	0.9748137593269348
как заполнять декларация на прибыль по ндс	как заполнять строка 310 декларация по налог на прибыль	0.0	0.06247289478778839	0.016256486997008324
договор гпх сзв стаж	нарушение срок отчетность сзв стаж	0.0	-0.00847078487277031	-0.03130122646689415
торговый сбор срок	уведомление о снятие с учет плательщик торговый сбор	0.0	-0.005695629864931107	0.006941565312445164
ндс по расход на выбор место при командировка	приказ о назначение ответственный за расход по командировка	0.0	-0.024508358910679817	-0.053971655666828156
как увольнять работник который выезжать в командировка и не выполнять задание	работник на дистанционка и командировка	0.0	0.06857720017433167	0.08511808514595032
как рассчитать компенсация на молоко за вредность	молоко за вредность алименты	0.0	-0.04256689175963402	-0.015748880803585052
ндфл дивиденд д2	ндфл дивиденд кипр	0.0	0.6495686173439026	0.5418393015861511
крупный сделка одобрение если в ооо один участник	устав ооо 2020 с один участник	0.0	-0.04257310926914215	0.015120075084269047
нарушение лимит расчет наличные что быть	что грозить организация если в ход проверка соблюдение квота по инвалид быть выявлять нарушение	0.0	0.6729108691215515	0.7206813097000122
налогообложение вексель приобретать с дисконт	устранение двойной налогообложение с казахстан при усна	0.0	-0.10171537846326828	-0.10790978372097015
декларация по налог на имущество юрлица за 2021 куда подавать по среднегодовой	кто подавать нулевой декларация налог на имущество за 2021 год	0.0	0.0638885647058487	0.08209618926048279
как исправлять бухгалтерский отчетность в текущий период после 31 декабрь	как исправлять ошибка в бухгалтерский отчетность	0.0	0.011449365876615047	0.021519038826227188
быть или нет перенос срок оплата налог и взнос за 2 полугодие 2020 г пострадать отрасль	пострадать оквэд	0.0	0.0077656107023358345	0.08137248456478119
резерв на ремонт арендовать основной средство	учет гарантийный резерв на ремонт в бухучет	0.0	0.7779848575592041	0.7713537812232971
дополнительный соглашение на отпуск 18 день	инвалидность дополнительный день отпуск	0.0	0.006376069039106369	-0.029807396233081818
аренда земля не облагаться ндс	ндс аренда земля	1.0	0.9043174386024475	0.9022526144981384
как заполнять акт о несчастный случай	как заполнять уведомление о ввоз	0.0	-0.0747685581445694	-0.1120646595954895
надо ли заполнять карточка форма 10 на призывник	форма 424 апк карточка учет работа шина	0.0	-0.03488287329673767	-0.03110428713262081
если ипать на усно платить ли он налог на имущество	усно учетный политика налог на имущество	0.0	-0.025627560913562775	-0.03308181092143059
автосервис патент замена масло раздельный учет	реклама на автомобиль патент	1.0	0.9887023568153381	0.6723319888114929
выписка из табель на сотрудник	приказ на отзыв сотрудник из отпуск по уход за ребенок	0.0	-0.022026365622878075	-0.031153444200754166
сдвиг период работа при отпуск без оплата	увеличение период отпуск при перебор отпуск без сохранение заработный плата	1.0	0.9280635118484497	0.9110217690467834
инвентаризация 57 счет	инвентаризация оформление	0.0	0.07576552033424377	0.03959597274661064
в какой срок нужно уведомлять пфр о перевод сотрудник	срок уведомление на перевод электронный книжка	1.0	0.473099946975708	0.2622990906238556
как посчитать финансовый результат	строка 23516 отчет о финансовый результат	0.0	-0.0018628276884555817	-0.04432722181081772
образец согласие на обработка персональный данные для гпх	согласие на обработка персональный данные гражданский правовой договор	1.0	0.9540777802467346	0.9263434410095215
возвратный лизинг проводка у лизингополучатель	договор цессия проводка у цессионарий	0.0	-0.012743218801915646	-0.05807144194841385
не выполнение квота по инвалид	отчет квота на инвалид	0.0	-0.015640445053577423	-0.029534168541431427
отправка отчетность	электронный отправка отчет	1.0	0.9798375368118286	0.9563868641853333
изменяться ли форма сзв тд за 9 месяц 2022	сзв тд за 2022	0.0	0.7163494825363159	0.6599749326705933
нужно ли застройщик на осна использовать 19 счет если не являться плательщик ндс	сам утилизация шина на какой счет если не сформировывать резерв	0.0	-0.0003711041063070297	0.008470484986901283
вычет сотрудник на ребенок ребенок работать	доход у работник мало чем вычет на ребенок	0.0	-0.04125729203224182	-0.014867015182971954
пошлина при покупка транспортный средство организация	учет лизинг транспортный средство при осна	0.0	-0.026135526597499847	-0.061081670224666595
какой срок сдача сзв тд если умирать сотрудник	сзв тд мобилизовать	0.0	-0.04719821363687515	-0.013583347201347351
договор купля продажа при выкуп лизингополучатель лизинговый имущество у лизингодатель	как закрывать выкуп при лизинг автомобиль лизингополучатель	0.0	0.5443634986877441	0.4873729944229126
должный ли ипать на патент платить 1 от выручка в пф патент на общепит	патент общепит и юрлица	0.0	0.7912665605545044	0.8490252494812012
зарплата за март в 6 ндфл 2023	подарок натуральный 6 ндфл 2023	0.0	0.013013418763875961	-0.0683431476354599
инвентаризация 57 счет	роструд 57 тз	0.0	0.03736603260040283	0.026361389085650444
как вносить контракт по п 26 ч 1 ст 93 в реестр контракт без размещение на официальный сайт	реестр контракт просрочка	0.0	0.026389501988887787	0.027063772082328796
отчетный налоговый период при расчет представительский расход	представительский расход 2020	0.0	0.09148571640253067	0.01095050573348999
запись в трудовой книжка о приостановление договор в связь с мобилизация	приостановление действие договор	0.0	0.08885370194911957	0.21858784556388855
код для сзв стаж по мобилизованный	нужно ли сдавать сзв стаж по мобилизованный работник	1.0	0.9365349411964417	0.9591619372367859
вычет ндс по товар в путь 2019	вычет по ндс в стадия банкротство	0.0	0.04284648224711418	0.053502652794122696
зачет неустойка	ндфл неустойка штраф моральный вред	0.0	0.09857189655303955	0.08389323949813843
с кто можно заключать срочный трудовой договор	срочный трудовой договор с белорус страховой взнос	0.0	0.1764311045408249	0.3158382177352905
пособие на погребение бухучет	пособие на погребение умерший пенсионер	0.0	0.13592199981212616	0.3814811408519745
крупный сделка от балансовый стоимость актив общество	цена крупный сделка	0.0	0.0844677984714508	0.09267523884773254
как рассчитать экологический сбор на шина	норматив утилизация ставка экологический сбор на 23 год	0.0	0.18981805443763733	0.20615340769290924
ответственный за ефс 1	приказ о назначение ответственный kbw при сдача отчет ефс 1	0.0	-0.07472839951515198	-0.018667982891201973
корректировка оплата за отопление в течение 2019 год	порог вычет на ребенок инвалид в 2019 год	0.0	-0.006095251068472862	-0.0014957347884774208
как рассчитать откладывать налог по пбу 18 02 балансовый метод	пбу 18 02 при применение фсба 25 2018 у лизингодатель	0.0	0.001381758600473404	-0.06672435998916626
ответственность за неправильный оформление путевой лист	путевой лист 1 март	0.0	0.048169270157814026	-0.07145056873559952
инструктаж по пожарный безопасность на рабочий место периодичность	целевой инструктаж по пожарный безопасность	0.0	0.04258027672767639	0.0341087281703949
валюта баланс для малый предприятие критерий	крупный налогоплательщик критерий отбор	0.0	0.5558654069900513	0.42563992738723755
налоговый режим 2023	налоговый режим	1.0	0.3815465569496155	0.3072511851787567
налоговый вычет по ндс налоговый агент нерезидент	налоговый агент по налог на прибыль ставка	0.0	0.04820685088634491	0.04170867055654526
раздел 2 строка 170 6 ндфл	сверка строка 6 ндфл	0.0	-0.005360351875424385	-0.041935574263334274
ндс с подарочный сертификат 54735	не приходить на почта сертификат с вебинар	0.0	-0.008484769612550735	-0.04079531878232956
алименты ипать	алименты удержание срок ребенок год	0.0	0.06559988856315613	0.007439563050866127
где хранить трудовой книжка работник	хранение трудовой книжка дома	1.0	0.9858694076538086	0.9763640761375427
возврат обеспечительный платеж учет у арендатор на усна	списание затрата на исследование пр применение удобрение у микропредприятие на усна	0.0	-0.04780931398272514	0.054336193948984146
новый отчет по проверка контрагент в ифнс	проверка контрагент штраф	0.0	0.8585225343704224	0.8818329572677612
как отражать банковский комиссия при оплата курортный сбор	кассовый чек с курортный сбор в краснодарский край	0.0	-0.007172321900725365	-0.006901729851961136
может ли работник работать во время учебный отпуск	по заявление женщина или лицо указанный в часть второй настоящий статья во время нахождение в отпуск по уход за ребенок они мочь работать на условие неполный рабочий время	0.0	-0.006108615547418594	0.12758377194404602
обеспечительный платеж за товар проводка	обеспечительный платеж по договор поставка ндс	0.0	0.2566871643066406	0.29307809472084045
оплата отпуск в новогодний праздник сменный сотрудник	региональный праздник отпуск	0.0	-0.0854862779378891	0.03285903483629227
договор пожертвование деньги на благотворительность	социальный вычет на благотворительность	0.0	0.010535921901464462	0.016276836395263672
как оформлять арендатор получение имущество в аренда	аренда у арендатор проводка и пример	0.0	-0.01917145401239395	0.0298764668405056
земельный налог в регион ставка льгота и срок уплата	земельный налог организация	1.0	0.9330609440803528	0.9683616757392883
заявление о выдача молоко за вредность образец	молоко за вредность без аттестация	0.0	0.05410180240869522	0.05230196565389633
годовой инвентаризация 2022 методический указание 49	обязательно ли использовать методический рекомендация для расчет нмцк	0.0	0.16738629341125488	0.19518643617630005
право на упрощенный учет по фсба 25 2018 у непубличный ао	проводка фсба 25 2018 учет у арендодатель при операционный аренда	0.0	0.023613616824150085	0.0394606739282608
в март новый правило заполнение платежка	образец платежок несчастный случай с март 2023	1.0	0.6945720314979553	0.5737589597702026
заявление о вычет на ребенок	образец заявление об отказ от получение вычет по ндфл на ребенок	0.0	-0.003167148679494858	-0.006799614056944847
налоговый период в допы лист книга покупка	расхождение по ндс с контрагент нужно ли сдавать доплистый к книга покупка	1.0	0.9848268628120422	0.963354229927063
карта учет шина	ремонт шина собственный сила	0.0	-0.02747148461639881	-0.0315418466925621
устав ооо 2020 с один участник	устав ооо 2021 с единственный участник	1.0	0.9824544191360474	0.9698613882064819
уменьшение уставной капитал ао уведомление федеральный служба по финансовый рынок	что являться доказательство уведомление кредитор при уменьшение уставной капитал	0.0	-0.04099700599908829	-0.012487463653087616
журнал учет приказ по личный состав прием увольнение перевод	журнал учет счет фактура	0.0	0.1414482295513153	0.24583697319030762
давност при обращение в суд по закон о защита право потребитель	уголок потребитель	0.0	0.012725051492452621	0.006202356889843941
перенос срок отчет в 2022	таблица с перенос срок сдача отчетность	1.0	0.9654223918914795	0.9323052167892456
выдача деньги за молоко	заявление о выдача молоко за вредность образец	0.0	0.047664910554885864	0.052150875329971313
план график c 2020 год по 223 закон	план график по 223 не обязательный	0.0	-0.010128909721970558	0.029669703915715218
можно ли зарплата и премия перечислять в один платежок	премия за ноябрь выплата в декабрь какой месяц в платежный поручение	1.0	0.978783130645752	0.8960412740707397
прием на работа иногородний	прием на работа по перевод	0.0	0.11669722944498062	0.06929238140583038
договор на осуществление авторский надзор и научный руководство	срок хранение договор и доверенность	0.0	-0.03222809359431267	-0.010573627427220345
взаимоувязка строка бухгалтерский отчетность 2022 год	соотношение показатель бухгалтерский отчетность	0.0	0.034322675317525864	0.010700361803174019
зачет неустойка	претензия о взыскание неустойка	0.0	0.13297416269779205	0.24588480591773987
маркировка обувь	маркировка шуба	0.0	-0.08951503038406372	-0.12853290140628815
комиссия за организация сделка лизинг в налоговый учет	налоговый учет ос в нко за счет субсидия	0.0	0.0009901076555252075	-0.006859367713332176
изменение ставка по трудовой договор	часовой тарифный ставка в трудовой договор прописывать	0.0	-0.00719105638563633	0.013889767229557037
нормативный метод резерв на отпуск	резерв на отпуск в налоговый учет проводка	0.0	0.03923848271369934	0.11081762611865997
приложение 9 служебный записка о срок командировка на личный авто	служебный записка о наказание	0.0	-0.00178634375333786	0.01142415776848793
6 2020 справедливый стоимость	регламент определение справедливый стоимость запас	0.0	0.035016823559999466	0.06039457768201828
памятка бухгалтер прием на работа	памятка выдача в подотчет на командировка	0.0	-0.007115738466382027	0.004239937290549278
затрата на выращивание новый сельскохозяйственный культура при усна	услуга по выращивание рыба для сельхозпроизводитель	0.0	0.021565357223153114	0.014362659305334091
передача в лизинг тмц	передача ос при лизинг	0.0	0.9444488883018494	0.8749538660049438
как сдавать уточненка по енвд в 2021	срок оплата енвд 2021	0.0	-0.004790918901562691	-0.023999633267521858
ипать как мочь снимать доход с расчетный счет	сколько ипать мочь снимать наличный со свой расчетный счет в месяц	0.0	0.610053300857544	0.5215436220169067
срок сдача форма п 2 статистика	форма n п 4 нз	0.0	0.003863368183374405	-0.007253615185618401
возврат товар при факторинг	упд при усна возврат товар	0.0	-0.06730477511882782	-0.08096913993358612
бланк транспортный накладная с 01 03 2022 г	новый форма скачать транспортный накладной	1.0	0.5287436246871948	0.6786763668060303
назначение платеж в платежка вместо уведомление	ошибка в платежка 2023	0.0	0.029277421534061432	0.02341485023498535
нужно ли правопреемник предоставлять бухгалтерский отчетность в налоговый на дата реорганизация в форма присоединение	реорганизация в форма присоединение обособка	0.0	-0.025014735758304596	-0.013862879946827888
нужно ли заполнять раздел 2 отчет об изменение капитал	проверка отчет об изменение капитал строка 3500	0.0	0.13494426012039185	0.02876933477818966
изменение в отчетность за 3 квартал	отчетность пфр и фсс изменение	0.0	0.27186864614486694	0.46483564376831055
нумерация счет фактура с буквенный префикс в обособленный подразделение	нумерация фактура у филиал	0.0	0.37418192625045776	0.08036929368972778
как отображать в план закупка долгосрочный договор	предмет договор план закупка	0.0	0.02420957386493683	0.08328647166490555
как лизингодатель отражать возврат предмет лизинг	лизинг финаренда схема действие для лизингодатель	0.0	-0.0038707228377461433	-0.010835006833076477
взаимосвязь между запас и затрата в бухгалтерский отчетность	отражение прочий доход и расход в бухгалтерский отчетность свертывать или развертывать	0.0	0.2083231806755066	0.12931250035762787
криптовалюта налог на прибыль	налог на прибыль ущерб от пожар	0.0	0.03238796442747116	0.02754855901002884
кбк в уведомление по отсрочивать по постановление правительство страховой взнос	нужно ли в уведомление енп разбивать страховой взнос по фонд	0.0	0.5504888296127319	0.19627928733825684
воинский учет 2023 форма 10	воинский учет памятка сотрудник	0.0	-0.021183332428336143	-0.04130158573389053
пример оформление транспортный накладная	транспортный накладной приложение 4 образец	1.0	0.46708112955093384	0.4334711730480194
как в отчет ефс 1 вносить корректива	отчет ефс 1 с 2023 нулевой подаваться	0.0	-0.05698162317276001	-0.06004507839679718
изменение размер обеспечение договор на процент исполнение	удержание сумма обеспечение договор	0.0	0.011989252641797066	0.021047960966825485
как размещать контракт в еис по электронный запрос котировка 44 фз	проведение электронный котировка односторонний расторжение контракт	0.0	0.012775210663676262	-0.0304012019187212
дефектный ведомость 2021	кто должный подписывать дефектный ведомость на ремонт здание	0.0	-0.0013328082859516144	-0.0014543160796165466
сотрудница сменить фамилия больничный приходить на новый а запрос сведение на старый что делать	что делать с полностью амортизированный ос для переход в 2022 год на новый фсба 6 2020	0.0	0.024632319808006287	0.005054093897342682
как заполнять накладная м 15	м 15 без стоимость	1.0	0.9709388613700867	0.9694960117340088
в какой документ прописываться кто должный разрабатывать инструкция по охрана труд	не разрабатывать инструкция по охрана труд до 1 январь 2023 штраф	0.0	0.010396595112979412	0.020175954326987267
премия главбух год награждение	рекомендация в система главбух	0.0	0.005557946860790253	0.06185532361268997
маркировка товар продажа электронный документооборот	эдо маркировка 2022	1.0	0.7332589030265808	0.6090019941329956
оплата по договор поставка третий лицо проводка	проводка при оплата за третий лицо проводка	0.0	0.11266601830720901	0.07582034170627594
пояснение по транспортный налог	транспортный налог в сельхозпредприятие	0.0	-0.02077711932361126	0.026565438136458397
ипать если нет доход нужно платить соц взнос	у ипать патент и усна по патент нет доход распределяться ли фиксированный страховой взнос	1.0	-0.06659631431102753	-0.026702985167503357
минимальный продолжительность отпуск 2022	продолжительность оплачивать учебный отпуск в течение год	0.0	-0.017704514786601067	0.06012129411101341
что делать если неверно указывать номер прослеживаемость в упд	что указывать в графа общественный обсуждение в план	0.0	0.025874091312289238	0.033548176288604736
можно ли подтверждать расход для цель налог на прибыль восстанавливать копия первичный документ при утрата их оригинал	налог на прибыль компенсация медосмотр при трудоустройство на основание подтверждать документ	0.0	0.021377991884946823	0.052444297820329666
норматив и лимит для создание бюджет на 2020 год	норматив по экологический сбор и перечень товар на 2023	0.0	0.16462144255638123	0.1306127905845642
как составлять план график на три год	план график закупка по 44 фз на 2022 год	0.0	0.03094848431646824	0.08604457974433899
премия к 9 май включаться в расчет средний заработок	премия по итог квартал браться в расчет средний	0.0	0.1327180564403534	0.14952974021434784
как вести учет и сдавать отчетность после перерегистрация днр тот рф	экологический сбор как сдавать отчетность	0.0	0.0011560656130313873	-0.012736022472381592
завышать стоимость нмцк	нмцк по пункт 4	0.0	-0.015952695161104202	-0.01801326498389244
как исправлять ошибка в 6 ндфл	ошибка уточнять 6 ндфл освобождение от ответственность	0.0	0.8314939737319946	0.8470480442047119
договор купля продажа при выкуп лизингополучатель лизинговый имущество у лизингодатель	ремонт и содержание лизинговый имущество в договор аренда	0.0	-0.018407881259918213	-0.05586208403110504
декларация по косвенный налог за декабрь 2022 год	взнос декабрь 2022	0.0	0.1675150841474533	0.19227942824363708
изменение лизинговый платеж при фсба 25 2018	учет лизинговый операция после вступление в сила фсба 25 2018	0.0	-0.04216983541846275	-0.023521745577454567
наказание за отсутствие журнал учет доверенность	наказание за превышение лимит касса	0.0	0.014019966125488281	0.022539399564266205
расход на доставка в торговля	расход на доставка и заготовка фсба	0.0	0.04404424503445625	0.12054289132356644
налог на имущество ипать на усна	отчетность ипать на усна без сотрудник	0.0	-0.01435804832726717	-0.04893754795193672
декларация по водный налог коэффициент за 1 и2 квартал раздел 2 1	налоговый декларация по ндс за 1 квартал 2023	0.0	0.01265842467546463	0.01622210256755352
бухгалтерский и налоговый учет расход на дизайн упаковка	разработка дизайн упаковка товар	1.0	0.8697873950004578	0.8714898228645325
уведомление о сокращение в отпуск без сохранение	уведомление отпуск без содержание на 2 месяц	1.0	0.9732998609542847	0.9308651685714722
утилизация архив документ макулатура приказ	утилизация шина проводка если не сформировывать резерв	0.0	0.8498857021331787	0.5333247184753418
списание материал сторно	способ списание материал	0.0	-0.011189019307494164	0.005638329312205315
как заполнять книга покупка при включение дополнительный счет фактура	корректировочный счет фактура прослеживать товар в книга покупка	0.0	-0.01073874905705452	0.007342875003814697
авансовый отчет утверждать и дата составление	дата составление документ в кс 3	0.0	0.0007049888372421265	0.0030215028673410416
как сдавать декларация по косвенный налог	розничный магазин сдавать декларация по алкоголь в 2023	0.0	0.13954941928386688	0.04911739379167557
возврат ндфл на благотворительность	инвестиционный вычет благотворительность	1.0	0.9909090995788574	0.9726075530052185
мочь выплачиваться безотчетный сумма в цель возмещение допрасход на командировка	безотчетный сумма	1.0	0.853899359703064	0.45532095432281494
срок исковой давность задолженность коммунальный срок исковой давность по взыскание долг за коммунальный услуга срок исковой давность коммунальный платеж срок давность по коммунальный платеж	срок исковой давность по иск о возмещение убыток	0.0	0.022504355758428574	-0.007663543336093426
обязательно ли использовать методический рекомендация для расчет нмцк	обязательно ли прописывать в счет фактура доверенность	0.0	0.03258966654539108	0.04880509153008461
журнал учет счет фактура ii квартал	счет фактура 2021	0.0	0.011573120951652527	0.028216255828738213
взаимозависимый иностранный лицо контролировать сделка	контролировать сделка комиссионер за 2020 год	0.0	-0.0642765685915947	0.004302589222788811
срок уведомление о перевод сотрудник на другой работа	срок уведомление мвд по вопрос миграция о прием иностранец на работа	0.0	0.9346907734870911	0.6445214748382568
прием на работа несовершеннолетний если в организация нет ставка	прием на работа нет электронный трудовой книжка	0.0	0.046770427376031876	0.13814321160316467
командировочный расход бухгалтерский учет	командировочный расход приказ о размер суточные	0.0	-0.10847429931163788	-0.08960489928722382
